occ,n
svarfvaregl.,1
fargerifabrikoren,1
masmastare,1
karl hugo,1
vik.lararinna,1
s.lektorn;fil. dokt.;ridd.,1
kohessha,1
mejeri__tg_.,1
"teresia, hem-dtr.",1
daglonaren n 118,1
f.platsl.arb,1
torpare fd,1
svarv fd,1
metallsmaltaren,1
alog arb,1
kyrkog.insp,1
husforesta,1
f yrkesmast,1
husfrubitr.,1
f.avdelmingschef,1
snjpekt,1
hand. britt,1
hemhj. bitr,1
bakelit.arb,1
skra__,1
bruksarbetare 1572,1
forestãnd,1
eilmont,1
bensinstns.bitr,1
v. direktor,1
deponeringsbitrade,1
flygpl.mont.,1
f. socialsekr.,1
konf:onsbitr,1
musiklӓrarinna,1
korkbarare,1
dragareformannen,1
dacksp,1
distr.skӧt,1
viviling.,1
elektroingenioren,1
boktryckri arb,1
bleckvaruuf.arb,1
selma hansson,1
tegelbruksarb.,1
enke grefvinnan,1
hellstrom,1
godsforv,1
gjut .arb,1
"sjukv, bitr",1
malarmastaren,1
labrant,1
Ägobruk,1
skeppsredaren,1
karmaãt,1
hondl,1
f lantbr elev.,1
s. jonossons anka,1
konstr.ing,1
befallni_.,1
folkark.lar,1
f godsӓg,1
bankstad,1
fensionstinneh,1
journ.volontar,1
bag>larl,1
fd. faktorn,1
justeraren,1
skolelar.,1
kont. bud,1
kont.arb,1
muslkvlcekorpral,1
kafeinneh,1
tapetserarlarlingen,1
b. buntmakarelarl.,1
modeaffarsinnehav,1
sadelmak fd,1
"son, korgmakare",1
juugm,1
wagnstaderskan,1
onamentsbildhuggaren,1
aducerings pck,1
hallitahatrert a.b,1
utearbetare,1
jur.studerande,1
f..lararinna,1
sallskapsdamen,1
p__besigtaren,1
facksko,1
vahtm,1
f.d.expeditris,1
fotogr fd,1
distr.sjot,1
"lagenhetsagare, skomakare",1
jusa,1
f. lãr,1
_. arbetare,1
byggn.snickeriarb.,1
platsl.mst.,1
postmast:anks,1
avsynaren,1
ofverskoterskan,1
tullvaktmastarankan,1
hotellbud,1
f. handelsidkergka,1
wardshusegaren,1
flottn.chef,1
bag.idk:a,1
lob,1
bultgang,1
radiororarb,1
braforial,1
kont.akriv,1
sὅmm,1
mӧb.arkit,1
violonist,1
konoriot,1
lanthr,1
barn-morska,1
mejerimontor,1
musik.,1
slipmat:arb,1
byggnadsfӧrman,1
installatӧr,1
aff. britt,1
stuckat,1
mura.,1
f. gustafsson,1
f.d.bankdir.,1
instrum.form,1
gulistarb,1
l:e radm,1
"hustru, cigarrhandlerska",1
banvakts...,1
fabrikaar betersks,1
tjȧn,1
husk_,1
larov,1
haud jõr,1
alget. telefonarb,1
linderaka,1
flaktarb.,1
kommunalranb,1
missionssekreterare,1
lands***mannen,1
f.landtbrukaren,1
kassa bokhallare,1
billac:e,1
f.tvattbltrade,1
kamt,1
hattmak.l.,1
fors.chef.ag,1
lasth.arb,1
nalmakaregesallen,1
veterinaren streifferts enka,1
cem.g jut,1
hwk.,1
faktoriskrifv.,1
beuaterg,1
f. handtm.,1
tnolgan,1
clviling,1
verkst..arb,1
namnd:n,1
k_,1
ladug.krl.,1
tob.hansdl,1
typogr.larl.,1
bokkommissionar,1
gadsag,1
arkiteckten,1
cellul.f .arb,1
"natlerska,h.h",1
hemh.,1
kondukt fd,1
heudltr,1
f. hotellvarden,1
fabriksarbetersra,1
vedarbet.,1
planerlngsman,1
stenkarl,1
isolator.,1
chark. arb,1
naskinpassare,1
foresta,1
hunfnertand,1
major o ridd,1
telegram…,1
arm,1
fargbitrade,1
hembite,1
hushȧll.mȧrla,1
f.portmastare,1
natl.,1
kassoranka,1
rydén ingrid birgit kristina,1
skogstillsyn.m.,1
elfrida wilhelmina,1
rorledn. entr.,1
gymnastiklar,1
fag arb,1
malara,1
kullagerarb.,1
lanstradgardsmastare,1
e. stationsk. handel,1
kond-bitr.,1
f. kronojag.,1
ugnsskot,1
kyrkofogdeenka,1
f.marindirekor,1
doht,1
snik.,1
fd.vaverska,1
"majoren, ridd.",1
smsask.iar,1
hels.,1
kafferost.,1
wagnkarl,1
"attaché, greve",1
reklamkonstnar,1
distr.skot:a,1
ex.lokaltelef.,1
overskoter.fr,1
agent f d,1
jagmst.,1
forman dotter,1
eg. klock och skoll.,1
stuv.fӧrm,1
orgeltramparen,1
verlet.gvb,1
f.d.livforsakringsoverinspekt.,1
skeppsmataren,1
undt. enkan,1
herr kronolansman,1
sommerska h.h.,1
f.musiklararinna,1
ex. lokeldare,1
stadsvarderingsmannen,1
mask.sm.,1
kondit.idk,1
gruvarb. 349,1
fika.?,1
nekaniker,1
tӓndst.f.arb.fd,1
maskinmast.14,1
tyghandlare,1
hegeller arb,1
kap.pred.,1
kommerserad,1
s jukv bitr,1
nenkm,1
leb.bitr,1
hemarg,1
hojdaren,1
fabrikselev,1
verkt.fil,1
kommendorkaptenen,1
arbetsform,1
blekariarb,1
e.o.mat ningsbitr.,1
skogsv.,1
vagntills.,1
neonglasarb,1
grefvinnan,1
mariningenjor,1
sjomanshustru,1
hand.bitr f,1
nagarb,1
vagarbq,1
2 dre gasmastare,1
bleekslag.,1
arr. s.,1
glasf.arb,1
byggn.arb hem.ag,1
tandst.f .arb,1
skriv.byra.innehav,1
vaktforest.,1
kanalbyggm.,1
f sjӧkapt,1
larbitr,1
heesh,1
byraassistenten,1
i kv. 95:9 n.,1
m_tskrif.,1
instrum.mmk,1
klamp. form.,1
g_sfvar.,1
filosofie licentiat,1
bankkarer,1
handl. Änkefru,1
handande,1
pri,1
gjut. form.,1
f fosfatarb,1
nltare,1
lal.mast,1
hovm,1
s_ofrattsfekr_teraren,1
hoemag,1
f masknich,1
sk.arb. gladje,1
nnma,1
Öfversten ridd grefve,1
detachos,1
papp.lasb,1
snic.,1
f.d.tryckeriarb,1
ayggn.jmail,1
"mexander, arb",1
wodisteleven,1
______.,1
arb.f.komm,1
jler htu,1
snick.gesall,1
simmgrghon,1
landsfiskal bitr,1
skonhetsexp.,1
ankefriherrinna,1
servitrissen,1
thugrarb,1
tygverkmastare,1
baxnarb,1
heuu.atr,1
staletsaren,1
veterin.,1
bagaumast,1
Åg.grovarb,1
"alfrida, koksbitr",1
sarlar,1
lab.bitr. o.h:u,1
tullupps,1
ohanffa,1
bue(aklsk kali),1
chokladfabriksarbeterska,1
lorusollãare,1
tagvaxl,1
ag.teckn.larare,1
apo:e,1
satterlbitr,1
hospitalspredikanten,1
automobilformannen,1
statskarl,1
forrads skriv,1
philos. dr.,1
pianoforman,1
bygg.mast.,1
ajestraml,1
lag-hel,1
handbit,1
konstruktӧr,1
jvgstjm f,1
tidningabud,1
telegrafassistenten mm.,1
f lãr a,1
verktygsarrb,1
rontganbitr,1
fd.nattvakt,1
mekanier,1
liffors.insp.,1
f.d./sparrens,1
posteexp,1
tillskӓrl,1
sjakr.bit,1
hand.ik,1
hembirt,1
weralltry ckare,1
skogshandlaren,1
fornickl.slip,1
guumarb,1
f. timmerman,1
kapellmast.,1
filosoficandidat,1
inspecktӧr,1
vaf_,1
o_erb___,1
forare t.f.lok,1
jgõman,1
konstsopp,1
verkt.svarv.,1
proverka,1
grastensarbetaren,1
jarnsarv,1
folksks.lar,1
blacksl.,1
reparationsverkstadsarbetare,1
fartygsrit,1
f.huuh,1
kommendӧrkapten,1
handlandenanka,1
winstandaren,1
bokb.idk,1
f cellulosaf.arb,1
for…syster,1
om.,1
ing.anka,1
iassefra,1
 froken,1
rorriktare,1
sennart jbr.arb,1
reg.int.kapten,1
hus-forest,1
smideslarl.,1
ext. banvakt,1
tesxtilarb,1
mageninst,1
arbetare 250,1
polar,1
f tullupps.m,1
greve.ing,1
kallvalsv.arb.,1
ofverlararen,1
skogsrab,1
brevbӓr. bitr.,1
f.d. olutkorare,1
etsaren,1
v. henns,1
skeppsmaklaren,1
folkskoll:a o. h:u,1
stat.vakt,1
f lr,1
leg.lāk,1
salongsuppassare,1
k_mof,1
ikoksforest,1
fd urmakaren,1
indust.arb,1
f.d. kustupplysningsmannen,1
suaivare,1
forsakringsdirektoren,1
131009,1
lok.vaxl.,1
ackumulat.arb,1
f. tjam:a,1
trafikb.,1
signalarb,1
lagerfoest,1
"f bradg,arb",1
cherkuterist,1
Õvermaskinest,1
kormast,1
kont.bitr. o. h:u,1
klaskaren,1
thartbtst,1
f. egaren,1
tob.hanl,1
mater. forv.,1
ortexp,1
ola__ nilsfons omynd barn,1
p.,1
expr.,1
olegoarb,1
leaud.leitr,1
kreaturshandlande,1
arbetare 564,1
hand.ag,1
hushall. fabr.arb.,1
dorskӓg,1
bandbet,1
f. stationskl.,1
e.o. kustroddaren,1
nmashimnt,1
fiskarb.,1
oljearbetare,1
elekbrikern,1
vaktmst,1
yrkesinsp.,1
gresshandlare,1
st...,1
ham.bitr.,1
provinciallakareenkan,1
ldg.form.,1
ford.,1
polis.,1
repaiator,1
papp sort:a,1
"ex. banv,",1
fd koksforestandarinna,1
"fiskalen, adjungerad ledamot",1
lantbr.ag,1
filure,1
i;e stnsskrlv,1
f.kok,1
statskommisarien,1
gasarb.,1
telegr:exp,1
mderl,1
sergeanten vid kungl svea artilleri regementet,1
maskin-arb,1
barnsot,1
arb.stud.man,1
melall.arb,1
bitr.varmast,1
grov arb.,1
byggn.m,1
fӧrspinn,1
hotellforestanderska,1
kronolansmastare,1
kaffek,1
stationskl.,1
jnggnograf,1
skorstensfejare.,1
e.frioérmn,1
bildhuggeriarbetaren,1
fd. handelsidkerskan,1
havdal,1
sagv.fakt,1
maskinskrlv,1
vavforman,1
dnsg,1
conm. h.a.,1
ex.koksbitr,1
f.polis-konst,1
skradd.form fd,1
"lorg, liemlitr",1
hand. forest.,1
sparbankskamreraren,1
f.hand.bitr,1
expressarb.,1
galvanisoren,1
e.o.postbitr.,1
sommersken,1
mӧnsterriterska,1
hunstrun,1
olsson,1
ex kontr;ant,1
nattstaderska,1
bakforare,1
platsfors.,1
svarfveriarb.,1
apotek f,1
rӧntgenbitr,1
varvstimmerm.,1
cahauff,1
radioinsp,1
transportar.,1
nalstolskramhandlerskan,1
byggn.prakt.,1
eo skoterska,1
f.b stat,1
isankefru,1
verkmadt,1
fd kopmannen,1
markintrle,1
underinsp,1
safusmlu,1
kladeshandlare,1
forsta kl. sjoman _. ek. 22,1
poststationsforestandaren och skollararen,1
helge rudolf,1
oxbudsman,1
rosemont,1
e.o. kustroddare,1
jlem.ãg,1
transl.publ,1
vaktkspl,1
marmorsag,1
tricotstickerska,1
f__k_ko__r,1
hyttdr.,1
gruvarb. 355,1
fd maskinisten,1
f styrman,1
sliparlarling,1
kyrkokassor,1
hamdl ãnka,1
tegelformare,1
overstelojtn,1
f bond,1
ritn.utlalm,1
tygverkmast,1
f.assist.,1
gu__dges,1
"skradd, h:u",1
skdaddare,1
folatar,1
varets,1
palssomn,1
georg fredrik natanael,1
f.inkasserare,1
askomelk,1
skraddarelarl.,1
mask.uppsatt.,1
kpnt,1
rõnmontõr,1
direktӧrsassistent,1
urmakeriarbetaren,1
f.d hautboist,1
if hovslag,1
gatuform,1
lastbilӓg,1
f.telegrafkommissarie,1
bilwgerik,1
hans h:ru handl.,1
kallsk.bitr.,1
k__.,1
distr.omb.m.,1
hattvakt,1
d_. son,1
f brygg.fӧrm,1
handaldsidk.,1
hmefru,1
jmardmastare,1
underoffr.korp. _ek10,1
lagform,1
cykelrep fd,1
klfgikyutlh,1
vattenverksform,1
schaktn.arb.,1
metallslip,1
mekaalker,1
fora,1
s.frank,1
extra banwakt,1
vardhusidkare,1
skraddarb,1
somn.forlagg,1
vattenledn.entreprenoren,1
sjuk-skoter,1
fuktare,1
h.roto,1
broduktor f,1
kont. skrivare,1
stadsdistriktslakaren,1
per perssons bror,1
f kallarmast,1
bygn snick. arb,1
portba.,1
e.kanslibitrade,1
skolkoks.lar.,1
_elev,1
ellen h.,1
r_pkohe_den,1
brobyggn.arb,1
brdg. arb.,1
tapets.mast.,1
tradgdm.,1
f. vavmast.,1
v. korpral n:o 7,1
torvforvalt.,1
randelsidk.,1
tp. och arb.,1
lab.b,1
maskinis,1
tillf. arb.,1
"son, hantlangare",1
f. sparvagsman,1
svarv.elev,1
ajõman,1
f gjutmast,1
ing.asp.,1
svatterska,1
f trlkomm,1
fornickl. bitr,1
f gravor,1
f batsman,1
forsamlingssystern,1
tradgardsbitradet,1
marketenteriforestand.,1
sem.larare,1
vaktmastarte,1
overstelojt:anka,1
masterriterskan,1
rag.arb,1
h.tillskar,1
kontr.prosten,1
met.tryck,1
forste vaktkonstapeln,1
khborm,1
vakstmast.,1
kl__smeden,1
lagorbitr,1
fõnmekan,1
f.skogvakt,1
springojk,1
reparstor,1
rikstelefon,1
fd fargerifabrikoren,1
rgts. past.,1
mab mik,1
kall. mast. jon. ol. ostbergs ea,1
jarnvagsmannen,1
genremalaren,1
plӓtsl .arb,1
h.smed,1
hotellinneh:a,1
f grundlagg,1
ofverbanmastare,1
bankvaktmӓst,1
isleverantor,1
regements lakaren,1
markarbetare,1
telefonist],1
hissp,1
muskdirektor,1
lendbitr,1
loguew,1
fastigh.kamr,1
aldace,1
f.d. kaféinneh:a,1
pustsare,1
f.d. privatlar.,1
vaveriarb.,1
expeditrice,1
barntradg.led.,1
jvaadrg,1
trâdg.mâst,1
cem.arbetare,1
hem__,1
kallskӓnksch,1
snickariarbetare,1
tjansteman6.,1
sminskotaro,1
gardmansankan,1
byggmast f,1
frivatskot,1
virkesform,1
hemtitr,1
monsterriterska,1
lvahi,1
hantverk,1
rodaktor,1
srore,1
f poststnsfӧrest,1
bankar b.,1
serganten,1
bokbindmastare,1
sjman,1
smer,1
kondidoriarbetare,1
handelbitrade,1
spring,1
skolbespisn.fӧrest,1
druag,1
f.d.hand.idk:a,1
f. bokhall.,1
faim,1
boktr. larl,1
bgukmilk,1
byggn.mast.,1
rararbetare,1
mejeriidkare,1
"bengr,aleeiarb",1
anlaggningarbetare,1
linj a,1
djurskӧt,1
styrmanshustru,1
roddarkarl,1
skollararen och poststations forestandaren,1
makinmast,1
hȧrifrisorska,1
kranvf,1
biodl,1
gelbgj.arb,1
falhshal.,1
f handl.,1
batskeppar,1
byggn.takn,1
gruvbyggare,1
smask.l.,1
kanstrad,1
motorlar,1
registr.,1
automobilforsaljare,1
fargf.form,1
lagerbitrf,1
f.torghandl,1
j. konduktor,1
avgiftsmot tag,1
fd hovrattsvaktmastare,1
f. kyrkva_,1
grvvarb,1
glasblàs.larl,1
teol.lic,1
fack_,1
hud,1
tryskare,1
teol.stud.,1
dr phil,1
fabrikrarb,1
ikaoliafh,1
met.arb.g,1
ejokapten,1
tegelarbet.,1
plÅtrlag,1
varfsarb. n 396,1
"medicine doktorn, docenten",1
bilmont.form,1
sagagare,1
hoelge gadsag,1
vedsag.ag,1
handelsidk.h.h.,1
servistor,1
kontr: ant,1
tradg,1
korkskar,1
arrendatorsdotter,1
sockerfabr.eld,1
siakt.arb,1
farjm.,1
konsthantverksarbetare,1
handelsddkerska,1
lkont,1
forsta kl. sjoman _e 219,1
kaetongarb,1
h d,1
motorm.,1
orgn.,1
rfktare,1
e.stuv.arb,1
arnud arb,1
skogsfrom,1
f flksk.lar,1
hembl trade,1
pachuyrskatl,1
fidningsb,1
automobilmontor,1
"hustru, overskarerska",1
f. rusforest.,1
snaktjanstenan,1
kӧksfӧrest,1
portwakten,1
fd. bankvaktmastaren,1
landst.ass,1
paatslag,1
huahallerska,1
f.d.bankdirektor,1
band.d.,1
qrnetelinlu,1
byggn.snick.mast,1
expeditren,1
f.laulbr,1
konheist,1
syrgasarb,1
maskinist.ag.,1
typigr,1
"hand.bitr., h.h.",1
"montor, ag",1
jv. stationsskrifvaren,1
j ____,1
stiouska,1
kmministen,1
kl_ik,1
rosteriarb.,1
frahem,1
huggnarb,1
rorledningsreparator,1
jiomarr,1
fd.arr.,1
sthlm,1
barberarelarl.,1
handlan.,1
fãrentand,1
met/.arb,1
gruvarb. 279,1
l:e bokhallare,1
aremleik,1
fransk.h.,1
Õverskot,1
ladug.karl son,1
skot . bitr,1
"fru, telefonist",1
linsmal:a,1
dackaren,1
besikkn.msn,1
affarsidkare,1
mėlarmastare,1
rickstelef:st,1
kanslichef,1
lérarinna,1
hamnform,1
el. studerande,1
f.hem Ägare,1
kopparslageriarbetaren,1
o_d_,1
jarnarrbet,1
forste stationsskrifv.,1
flott,1
f.arbetare,1
fi. d. lektor,1
chokladarboterska,1
farghandl f,1
trumpet.,1
frb.ortagneu,1
angf.eld.,1
h**ng,1
gruf arb,1
foilsk.lar,1
f telef.arb,1
f. postaxpeditor,1
liugearb,1
extra statkarl,1
ha.,1
ladugardsforestandaren,1
jordarbet,1
karlsaraka,1
koff.timm.,1
f.vaktforestȧnderska,1
mjolnerska,1
postillon,1
forestandaren for evangeliska brodra sosieteten,1
bilf,1
f poliskonstafeln,1
medicine kandidaten,1
hȧnadskarl,1
fargerifabrikor,1
vagunderhallsarb,1
kronofogdeanka,1
nattoverskot,1
skadderi jdk,1
fd.maskinarb.,1
fd. sjukskoterskan,1
mas,1
tamburavaktm,1
jӓrnklipp,1
hovjagaren,1
kafféidkerskan,1
kallaarmastare,1
pensionatinnehav.,1
frarg.bitr.,1
sped. arb,1
emballagesnick,1
f packare,1
portv fd,1
lhaelialeri hauor,1
f.kass,1
e.o.kont orsbitrade,1
taxer.insp,1
fabr.bokhall.,1
lin___tran,1
provisionsforsaljare,1
stadsing.,1
fd kontorsbitrade,1
fr.hustrun,1
murareverkgesallen,1
dipi ing,1
forrȧdsarbetare,1
lektorn fil. d och ridd,1
e o postiljon,1
Öfveringenior,1
fosterbarnsinspektric,1
extra tullvaktmast.,1
pap.br.arb,1
husfaneet,1
jaktelev,1
f.d. stensattaren,1
naromanb,1
plattsӓtt,1
skrarare,1
f landtbrukaren,1
kuskm.,1
jernvagsbokhall.,1
kasmarskrivare,1
f. trumslag.,1
snick. mast fb,1
hussan,1
rotaionsbitr,1
larinnan fru,1
kriminaloverkonst.,1
blomsrterbind,1
trikastickerskan,1
torgfors.,1
bierhandl.,1
fӧrgyllare,1
stentryck,1
hag.dtr.,1
filtstopp:a,1
fastighetsmaklaren,1
snickaren mant,1
reparatâr,1
byraing,1
poleraren,1
torpso_,1
folkskoll:an,1
trily,1
sotarlarl.,1
f.d.stadstjan.,1
metallgjutaren,1
sjotimmerm.,1
skravaruhandlare,1
cmbudsman,1
packeterska,1
musikfanj.,1
_arf.,1
bagare larl.,1
f.lokfor.16,1
porste postiljonen,1
kond.arbet,1
f telep_f,1
platslagaremastaren,1
hanerksom,1
chokl.inlagg.,1
tippmont,1
hustȧrsst,1
e.o.l:e byrasekreterare,1
omnibusag.,1
Ȧk.ag,1
f spikklipp,1
overpostmastare,1
el rep,1
shepp,1
f bradg.form,1
eges af kassoren i kungl lotsstryrlsen,1
urmak.hamdl,1
pmne,1
arkivaie,1
heuubitr,1
"v:a mark 4 tomt, a 22",1
skomak.lard,1
livkusk ankan,1
formansanka,1
bӓnkarb,1
d:es h:a,1
frukaffarsinnehav.,1
spavgsm,1
damvӓskarb,1
__allfversvarfv.,1
radioteniker,1
polisk__t,1
hembir.,1
hands._g.,1
freu,1
bakelitpressare,1
houtbriet,1
olksk.iӓr,1
pol stud,1
slagt.idk.,1
gummifabr arb,1
cig.arb f,1
informatorn,1
lok.eld.asp,1
passhjalp,1
tjamsteman,1
f farg.arb,1
privatsekreterare,1
gardsf,1
lack.arb,1
klock. skoll. mm.,1
isoleringsarb.,1
pa undantag,1
bggynals.smick,1
bantj.man,1
stnkarlsasp,1
fӧrestand,1
elem.lararinna,1
byrachef,1
f____ir,1
brygg.arbetare,1
uppases,1
hemsomm;a,1
p.e. fjerdm.,1
pa fordel,1
sagfaktor,1
soomm,1
mdoellfil,1
nordana f:a frukt- & gronsaksaff.,1
f.d.Överstelojtn.,1
malaremstaren,1
ȧmanuens,1
f bryggmast,1
Äg. ank.,1
uimjearl,1
murbruksarb.,1
tyghandtv.,1
verkstrgsarb,1
korkarl.ag.,1
f.d sparvagskarl,1
bergsingeniӧr,1
malamastare,1
hamnkassoren,1
seminarielarare,1
humlich,1
handl. a.a. lindbergs ea,1
el.motor,1
automat svarvare,1
met.div.arb,1
eatra skat_on_karf,1
jӓrnbrksarb,1
elektriker.ag.,1
f.d.folkskollar,1
f.d. kapt.,1
f brandfrom,1
bilj m,1
kalkbruksarb.,1
bag.idk:e,1
damfrisӧr,1
rit.bitr.,1
ag.tvattare,1
kommy,1
f.stuv.arb,1
Äg.frasare,1
f.vadhandlare,1
bgggnsrnik,1
ngnsarb,1
forken,1
skogarb,1
lullaka,1
matn. bitr,1
f Åld.hemsforest,1
kallskӓnkbitr,1
postass fd,1
f.d.skoterskan,1
plat-hantlangare,1
berggprangara,1
gohauffõr,1
fӧrsӓkriugstjӓnsteman,1
f forvaltare,1
sjuks,1
f maskinsnick,1
platslggare,1
ladrg harl,1
tulluppsynm,1
etserska,1
f.fӧrestandare,1
porslinsarbetaren 567,1
bo ragnar,1
pros,1
spàrvgsarb,1
t.f. krigshofrattsradet,1
privathotellinneh,1
lagerh ___h,1
varfsti___,1
hjalpllndare,1
tf. sekreterare,1
folkehallãlare,1
laroverksadjunkten; fil.kand.,1
hovr.fiskarl,1
"son, jarnsvarvare",1
sockerbag.e,1
div.arb.f.,1
berssprangare,1
ratkarlen,1
warfstimmermanen,1
sotareg.,1
stallvak.,1
f. fakt.,1
e.o. tullvaktmastaren,1
e.o. landskanslisten,1
spikfabr,1
lanbruksbitrade,1
rorhjalp,1
(agare eller arrendator av tegelbruk och jakt (fartyg)),1
telegrafelev,1
brann,1
sӧmm.lӓrl,1
mala re,1
skinnhandl,1
boktrykarearbetaren,1
strumppmask,1
f. brukseg.,1
nnet. arb,1
sem.,1
Änkef.,1
anlek,1
kyrkovӓrd,1
el.arb,1
kontorabitradet,1
f stallbetjant,1
_a__aren,1
hnstoust,1
f socialsekr,1
galv.,1
viceharadshofd.,1
gastgiv.,1
barberare bitr.,1
apotekare enkan,1
pitpr. arb.,1
platslagmast,1
underofficer i kungliga flottan,1
mâleriarb,1
forfey,1
f jvgtm,1
sparvagnsrep.,1
forre lantbruksinspektoren,1
snidare,1
f.sadelmakare,1
rabr.arb,1
tapetor,1
f hand bitr,1
fordelningslak.,1
f.kamror,1
buntmako,1
el masklnprov,1
_ag,1
riddaren,1
h.tj.,1
hotellforestandare,1
collega,1
forster,1
Äg.byggn.,1
guldmedslarl,1
cvermaskimist,1
gabeag.,1
kafeldk,1
lokomstioforar,1
fastigh.skot.,1
byrabokh.,1
kaféinnhe:a,1
brafg.arb,1
optikermastare,1
renhall.arb,1
"musikdirektor, redaktor",1
skraddare brevbarare,1
ӓnkeiru,1
f.d. kaféidkare,1
stuvd.,1
konfektyrarb.1a.,1
..insp.,1
f.d. ryttmastaren och ridd.,1
scenarb,1
2:e blbiaiekarie,1
ing.hedlund,1
stationskarl; husforestand.,1
handsomm,1
edit eleonora,1
f.d. staderska,1
teknikarbeterska,1
fd verkmastaren,1
sõm,1
hand. enkan,1
abosonen,1
pensionstsinneh.,1
varubua,1
garvarb,1
smabruksagare,1
"dotter, lagerbitrade",1
dragerlarb,1
skohsndlare,1
vaf______,1
rorpakerska,1
birigitta,1
milkontrollor,1
strud,1
f.elektr,1
fredrika,1
servisru,1
stnsfӧrest,1
s jӧm,1
platslag. arb. n 698,1
fӧrm f,1
fiskaren c.p. sundmans e:a,1
skogssarab,1
t.f. lansman,1
mӧbel.snick,1
fӧrsӓkringsiir,1
salteridskar.,1
univ.lar,1
suaruare,1
Äg.gjut.arb.,1
"hustru, bankkassorska",1
bruksarbetare 1058,1
stâlpressare,1
f. waktm.,1
presssare,1
press.somm,1
alaktare,1
f stationsmastare,1
vexelvakt. arbet.,1
houtbrit,1
ladugardsform.,1
kanalarb.,1
anead veslman,1
h.h. farm.kand,1
for.,1
e.o.telegrafist,1
handlb.,1
"moanan,fjan",1
ba_aren,1
sparbanksbankir,1
f.d.kolvakt,1
jbrarbet,1
elisabethsystern,1
fd.stuveriarbetare,1
detalmont,1
glasnnal,1
kioskbitr .fru,1
folkhogsk.lar,1
jarnaab,1
linnerad,1
vag.tillsyningsman,1
pervivcaueu,1
tillskararbitrade,1
folksk .lar,1
erbokh.,1
skrivbitrade i tullen,1
talpedagog,1
larbarb,1
guunar gerel,1
s_aft,1
Överpostexp,1
hotelbitr,1
stenh.fabr,1
orgl.,1
farghandelsbitr.,1
k. bag,1
hemvitr,1
fȧngvȧrdsm,1
f.chark,1
pil,1
hyttbitr,1
e. postilj.,1
fd. poliskonst.,1
stemarb,1
sockerbruks.arb,1
jӓrnbr.arb,1
sjuk.arb.,1
giuteriarb.,1
montor anders,1
sotdrang,1
f.ellstrom,1
strykerskebitr,1
f.d. lokforman,1
hand.forest fd,1
f.kr rhja,1
nãtlerska,1
hemmanseg;handlan.,1
e. lok.eld.,1
smideshant.,1
aucud,1
f.hemsommerska,1
f fӧrradsfӧrv,1
plastslagare,1
f pramskepp,1
t.f.byésekreterare,1
f namndens son,1
1:e postkontrollor,1
kontraktsprost.,1
fӧrst,1
ladugforman,1
og,1
bokb.forest fd,1
affarsbitr8de,1
registratorn och t.f. notarien,1
chok.arb,1
bitradande tjansteman,1
palare,1
vagnmast.,1
tillf.arb,1
hem.a,1
chefsinstruktor,1
eterarb,1
arbetsforesta,1
doktorinnan,1
f.d. packhuskarlen,1
Öververkmast,1
betonggjut,1
kontooselev,1
stnskar;,1
byggmast. m.m.,1
hand lih,1
tullkont.,1
lackermast.,1
f omb,1
Äg.sonen,1
urmakare gesallen,1
f assist,1
houdery,1
ipiogpajke,1
kondotor,1
handelsidkerskan;enkefru,1
sulchrulen,1
vagntillsyn.,1
instrumontmskare,1
hotellinnehaverska,1
perukmakarebitradet,1
fӧrsaml.syst,1
motorreparator,1
lag. bitr.ag,1
mothàll,1
f. lararinn.,1
spấrvm,1
dels fader,1
veekst.ag,1
hsadl,1
kommisionshandl.,1
met. div.arb.,1
barmӓst,1
lanskurator,1
"hustru, faltskar",1
jӓrnvkstjm,1
tnd_s.,1
f. hamnarb.,1
"rep., ag.",1
mag. karl.,1
klook,1
isidor a.,1
glasm.ar.,1
t.f.fjard. m.,1
kronohӓktsfӧrest,1
runhola.abr,1
mjolnaren drang,1
mjal***,1
kakerska,1
akeberg,1
statinskarlsforman,1
lab.ch,1
langerbitr,1
veikeleu,1
skomakare;hemmansegare,1
radioingenior,1
verkt.fras,1
fd.lagerarb.,1
varkst. arb,1
heuumausãgare,1
bitr.Överkonstapeln,1
lok puts,1
"agare, ingenjor",1
keslgraf,1
sprvicen,1
musikexp,1
byggnadsingeniӧr,1
iag.ag.,1
pastors adj.,1
dovskmlar,1
vaktnastare,1
divisionstrumpetaren,1
kravattsomm,1
holger,1
"slojdkarlen, lararen",1
sterbhus for sjokapten,1
direletor,1
glasslip.larl.,1
nilssasson,1
