occstrng,n
hemmansägare stenfräsare,1
eg kladeshandla,1
lagerbiträde hantlangare,1
garfvara gesa,1
underlajtnant vid nera rega,1
husegare angslupsfarare,1
med. lic. stadsläkare 2:a,1
lantbrukare bokhallare fa,1
löneregleringskommiteordförande byråchef f.d.,1
jordbruksarbetare korpral f.d. vid västernorrl.,1
batkarlsfarman,1
fiskeritillsyningsman statens,1
lokomotivför,1
trafikinspektör t. f.,1
kyrkvaktmästare målare,1
sagverksarbetarea bstboa,1
trafikingenjör,1
skjutbanemarkar,1
hemmansagare salteriidkare,1
jordbrukare afa batsmana,1
farestanda vid kemastata filakanda,1
arbeta vid gjuteri husega,1
sockerbruksingenjör teknisk ledare,1
ea postexpedit,1
kolareförman brädgårdsarbetare,1
lektor vid chalmerska läroverket,1
myrutdikningsarbetare,1
trädgårdsmästare bokhållare f.,1
gardsegare fa mjalnare,1
kyrkvatare,1
aingeniarena ingeniar,1
distakorpral nao 6 vid fernebo kompa,1
skrädderiarbetare inneboende,1
skogsvaktarelev,1
hemmansägare kemister,1
bokförare ??,1
inhyses jordaarba,1
odelstrpa,1
drang hos lindal,1
soldat nao 110 vid lifkompaniet,1
hemmansega namndema,1
dräng arbetskarl f.d.,1
grovarbetare distinktionskopral f.d.,1
walsverkare,1
rentiér buntmakare f.,1
smed skyffelfabrikarba,1
husbonde a skeppare,1
filakand adjunkt,1
messingsarba kyrkovaktare,1
bankkamrer possessionat,1
torpare n:o 2,1
platslagare 222,1
arbaa ega en del,1
elektricitetarbetare,1
dräng förpantare Ägare,1
soldat n:o 1012,1
hemmansegare och oxhandlare,1
båtkarl hemmansägare,1
betodlare soldat fa,1
handlande o gardsagare,1
boktryckaeleva,1
spanngosse,1
postfarare skomakare,1
hemmason slagtare,1
bakadragare,1
va hamnlots,1
stenkrossareförman,1
ringare eldare vid domka,1
tillfälligkotis arbetare,1
werkmasta va kakelugnsfaa,1
handlande banmästare f.d.,1
jordbruksarbetare fada hofslagare,1
reparatör vid vattentorn,1
skomakarea backstugusitttare,1
banvakt n.o 352,1
vagnsmedsverkmästare,1
mjalnardrang o faltjagare,1
spegelglasslipare,1
stadsmätare husägare,1
agardsegaa stenarba,1
distinktionskorpral schaktmästare,1
landtbrefbarare smeda jordtorpare fadasoldat,1
kontorsbiträde vid järnväg f.d.,1
till sjas frva,1
bonde kvarnägare n:o 3,1
vaktmästare vid ?? kontorsbiträde,1
understödstagare grovarbetare backstuguhjon,1
trdgsaarbetare,1
ingenjör v. allm. svenska elektr. a.b.,1
radmana handlande,1
maskiniststuderande,1
tafa kralansma,1
förvaltare vid stenbrott sjökapten f.,1
gardsagare bradgardsarbetare,1
polereare,1
arbetare vid blankaha sagverk,1
sågverksarbetare stabbläggare,1
laroveracollega,1
gruvarbetare 203,1
handa boka,1
major vid kungliga fortifikationen,1
soldat arbetare f.d.,1
glasbruksgaseldare,1
sadelmakare jordegare,1
arbetare nao 729,1
rördragningsfarbriksarbetare,1
bagarea husagarea,1
murare a parkegare,1
organista fada folkskollarare,1
landtbrukare och skraddare,1
jordbraarbetare fada lifgrenadier,1
gjuteriarba dra,1
inhysa jernva arbetare,1
snickare jordbrukslägenhetsarrendator,1
rikdagsman hemmaegarea,1
extra finkeldare,1
vagnsmörjaremästare,1
gjutare n:o 936,1
jordbruksarbeta a lagenhetsega,1
gårdsägare av ugerups gård,1
gratialister drang,1
portvakt vaktmästare,1
hafa tunnbagesall,1
hemmansägare jordbrukare skomakare,1
hemaaga skomaka,1
bank o fullmäktigesekreterare ombudsman,1
murarechef,1
kontoristbitra vid statens jernvag,1
jorddräng,1
arbetare diseiplinsoldat fada,1
stångjärnsvalsare,1
undta snicka,1
fogare,1
vallvaktare vid flottsjön,1
smed utjordsegare,1
quarnarba,1
fjerdama hemaega,1
hemmansagarea fada masterlots,1
grufarbete,1
virkesfaktor,1
fjärdingsman kyrkoväktare husägare,1
gjutare 1297,1
arbetarea fa batsman,1
prokurist enla gefleba kala,1
kassaskåpsfabrik,1
lantbrukare vagnmakare,1
stads lasarettsläkare f.d.,1
stadsbrolaggare,1
kvarnmästare arrendator,1
skogvaktare t. f.,1
egare va haradshafding,1
stadsa och bataljonslakare,1
farga,1
teol. doktor kyrkoherde prost,1
notarie kanslist f.d.,1
garvare rådman f.d.,1
gatuspelare,1
Överfodermarsk,1
inhyses arrendator av kronohemman,1
mjalna stdra,1
halmhylsefabrikförman torpare,1
soldat ladugårdsarrendator,1
arbetare i sockerbruk,1
sockerbrukssmed,1
gatustenläggare,1
jordbruksarbetare korpal fada,1
bonde ½ sel.,1
skogsuppsyningsman torpare f.d.,1
brokarlsförman,1
jordägare kvarnägare lanthandlare,1
trädskolmästare,1
dräng bagarlärling,1
motorbåtsförare sjöman,1
maskinarbetare n:o 723,1
direktör för juridisk byrå,1
dara,1
torpare svavare,1
blindinstitutsdirektör,1
dagverkstorp,1
arrendatornbroderns drang,1
urma fabrikar,1
sadelma fa gardist,1
timmerdrang,1
landbonde inspektör,1
torparea snicka,1
kronovarvstimmerman,1
hemmansagarea namndemana kyrkovard,1
hem bruka,1
jordbaarbetskarl,1
egarea fjerdingsma,1
skogvakta a hemmansega,1
skomakare ega stuga,1
platsla nao 368,1
inhyseshjona ladugardsryktare,1
farpantnaegare skomakare,1
organist skollarare avska,1
arba va tandsticksfabriken,1
student elev v. kungl. skogsmst.,1
entreprena,1
predikant aktoriserad,1
plåtborrare,1
volontarkorpral hemmansagare,1
gelbgjutarefabrikör,1
skomakare oa egare,1
soldat n:o 289,1
natbindarba,1
prokurist vid textilb.,1
rustkammarsmed fa da,1
arrendator fada inspekta,1
mureriarbetare 3:e,1
isoleringsfabriksarbetare,1
järnverkspressare,1
vardshusbokhallare,1
eaoa postvaktmasta,1
arbetare och bagare,1
kontorsskrifvare vid postverket,1
fabrikar af malt attiksprit och senap a bryggarea,1
fattighjon skomakare skollärare f.,1
lösdrivare körsnär,1
ombudsman i fangvardsstyra,1
stadsfaltskarare,1
oljeutkarare,1
egasoldat na 701,1
klockare präst,1
undantaa kronorattare,1
husägare major i armén f.d.,1
handfa,1
jägmästare t. f.,1
korrenspondent f.,1
Ägare snickerifabriksarbetare,1
hemmanseg bagare,1
hemmansegarea afska soldat,1
abo styrma,1
torpa bagare,1
arbetar vid ulriksdal kungsgård,1
tomtägare handelsföreståndare,1
skraddare hemmansaga,1
volontar aarmen och flottaa arbetare,1
fondhandelsidkare,1
soldat 87 f.,1
kamrer vid jarnva,1
gårdsägare rättare,1
skoaffärskontorist,1
hemmansarrendator förvaltare f.d.,1
kontorschef lajtnant i arman,1
byråkontrollör,1
telegrafassistent amanuens i generalpoststyrelsen,1
hema ega fa soldat,1
konduktör järnv.,1
arbetare och skomakare,1
platslagare 218,1
hytteldare,1
bitra skogvakta,1
inhas tegelarb,1
hemag o smed,1
stadsingenjör 2:e,1
major arkitekt f.d.,1
stadsingenjör t.f.,1
vedhandlare ankling,1
arbaha,1
laghasegare,1
tafakronolansmana,1
kolportar fadfarsamlingens,1
banvakt nao 23,1
stenstatare,1
arbetare vid travarufabrik,1
avid lamavaa filhuggare o husegare,1
stadsveterinär gb.,1
maskinist vid kanalbyggnad,1
förman för arb.,1
husegare och slajdare,1
säteriägare ekonomidirektör,1
mjölhandlare gårdsägare i staden,1
faktor va sagva,1
bagare Änkling,1
stadskassör rådman,1
bryggeriarbetarefarman,1
menageriägare,1
egaa akare,1
ega direktar,1
dragon no 96,1
akademivaktmästare f.d.,1
husman kyrkvaktmästare,1
klockarea kantor och organist,1
tvålfbariksarbetare,1
byggmästare murarmästare,1
husagare garfvare,1
läroverksadjunkt konsistorieamanuens,1
småbrukare dragon f.d.,1
hemnsega korporal,1
pappersbruksarbetare gårdsägare,1
föreståndare. f. handelstidningar,1
platslagariarbetare,1
fiskhandlare dräng,1
kronoritare,1
filosofie kandidata godsegare,1
brukspatron löjtnant f.d.,1
ankling fabrikar,1
smidafabrikar,1
kommissionslantmatare vice,1
taktackare torpare,1
bagareahandla,1
grosshandelstjänsteman,1
valsverksarbetare n:o 1596,1
bokhallare egna hus,1
torpare jernarba,1
murareaarba,1
murarelärling fjärdingsman f.,1
fada stationskarla tobaksarbetare,1
utskänkare f.,1
fajansarb,1
instrumentmakare pianohandlare,1
lantbrukare fjärdingsman f.d.,1
medicine doktor stadsläkare 1:ste,1
instruktör vid sockerbetsodling,1
mekaniskverkstadsverkmästare,1
hemmansägare kapten vid elfsborgs regemente,1
medicine licentiat praktiserande lakare,1
cirkusstallmästare,1
jordarbetare fada faltjagare,1
slajdare fada volontarkorpral,1
gratialaa fada soldat,1
valsva 1286,1
arrendator f d trumslagare,1
handtlangare vid jernvagen,1
hemmansägare kolhandlare,1
hemmansegare og smed,1
muraraarbetare,1
arbetare handelsfarestandare,1
kontorist margarinfabriksarbetare,1
statdrang kyrkvaktare,1
kammarskrifvare vid hamnen,1
fabriksfaktor,1
kardsättare å yllefabrik,1
svagdrickersutkörare,1
Ägare murare korpral f.,1
malarea fattighjona,1
Ägare stationsarbetare,1
spritkontrolör f.d.,1
klockare och folkskolelärare,1
snickare 16,1
förpantningsägare torghandlare,1
platslagarearbetare,1
meka svarfvare,1
ban a namndema,1
husagare fa da husar cementarbetare,1
fiskare stationsskrivare,1
bataljonsläkare med. lic.,1
hega namndema,1
angb komissa,1
abo kapitalist,1
sadelmaaarba,1
tegelbruks o hemmansegare,1
smed n:o 149,1
soldat brännmästare,1
vagnmakare hyresgast soldat fada,1
hemeg a skeppare,1
landstingsman godsägare,1
gruvarbetare arbetare,1
postvaktmästare järnarbetare,1
egare af farpantningsjordega,1
sekreterare i norrköpings k.f.u.m.,1
vagnkarl statens järnv.,1
arkivarie f.d.,1
sågmästare snickare,1
egbra korporal,1
handla o consula,1
smedsa gesa,1
arrendator fada kapten i arman,1
stadslakarea meda licentiat,1
stampare f. d.,1
kronomuraregesall,1
arrendator a gratialist,1
smed oa hemmansegare,1
lös arbetare statdräng f.d.,1
stampelfarsalja,1
kryddhandla,1
soldat nar 69,1
oekonomiedrang,1
navigationslarare sjakapten,1
kofferdikapten ex,1
gardsagarea skraddare,1
inhyses skomakare straffånge,1
godsegare och fada kapten,1
viktualishanda,1
accidenstryckeriföreståndare f.d.,1
skomakarmästare soldat f.d.,1
soldat småskolelärare,1
torparea tinghusvaktmastare,1
faktor asagverksa,1
volontär v. vestm. reg.,1
folkskollarare sateriegare,1
stålräckare hammarsmed,1
fila lica larare ea oa,1
kontorsskrivare 1:a,1
godsegare oa ryttmastare,1
statardräng hästskötare,1
lösdrivare Änkling,1
lottägare f.d.,1
jordbrukare spårvagnskonduktör f.d.,1
motorfabriksmaskinist,1
jordbrukare korpral fada,1
assurancetjena,1
maskinarbet,1
postvaktsbiträde ex.,1
gruvarbetare 635,1
stallkarl grenadier f.d.,1
intendent å lifförs. bol.,1
farradskarl fa,1
bokhallare konstapel fada,1
jordbruksarbetare bruksarbetare,1
extra maskinist,1
landskontorist haradskrivarekontorist,1
underofficera volontar,1
flottare hemmansägare,1
instrumentm,1
maskinist vid gb.sjukgymnastik.,1
skomakare o arrda af krautja,1
haega snicka,1
torpa slagta,1
farlanningsjordagare ankling,1
folkskolelärare hospitalspredikant,1
brännerikontrollör kapten armén f.d.,1
gästgivare arrendator lanthandlare,1
jordegare handla,1
förbundssekreterare,1
kronokontorsskrivare,1
skoma fa handla,1
båtsman n:o 264,1
orgelnist klockare och folkskolelarare,1
fangelsevaktma,1
brädgårdsförman husägare,1
fågelhandlande,1
husägare vagnmakaremästare,1
husagare nattvakt,1
malarelar,1
brunnsgrävare stensättare,1
jordrukslägenhetsinnehavare,1
jordtorparea fad lifgrenadier,1
hemmansegare o timmerman,1
fabriksvakt,1
meda lica praktisa lakare,1
dagakarl och fiskare,1
saarbetare,1
lokmörjare,1
lajtnant vid sadermanlas rega,1
spritbolagslagermästare,1
poststatsföreståndare handlande,1
orgeltrampare oa folkskolevaktmasta,1
tackjärnarbetare,1
järnvägare bokhandlare,1
ingenieur arrendator,1
veterinärelev f.d.,1
konservfabrikar,1
bradgardsfarma,1
inspektionskonsta,1
kyrkvaktarea skomakare,1
hemmansegare och fadoradstagare,1
soldat n:o 133,1
major tomtägare,1
arbetare ategelbrasa,1
möbelsnickare tomtägare,1
gummimontör,1
kamrer vid litografiaktiebol.,1
verkstadsarbetare hos hamnstyrelsen,1
jordbraarbetare fada batsman,1
drg statka,1
hemmansegare angbatsbefalhafa,1
officersaspirant i tysk tjanst,1
bagerieldare f.d.,1
fada hemmansegare arbetare timmerman,1
renhållningsarbetare soldat f.,1
parkmästare hyr korpral f.,1
tjänsteman i postverket,1
brannemestare,1
staionskarl,1
lagenhetsegare snickaremastare,1
platslagare 330,1
verkmästare vid anrikningsverk,1
skomakeriarbetare lägenhetsägare,1
hemmansagare 69a500 skraddare,1
hemaegare af 19a64,1
hemmasona stenarbetare,1
typograf nederlagsföreståndare,1
kopparslagare hus och tomt,1
vaderqvarnsarrendator,1
agronom faresta far lanets lantmannaskola,1
lamfabriksarbetare,1
bradbaarba,1
försäkringsdirektör häradshövding vice,1
lärare v. nav. skola,1
anställd vid kullagerfabrik,1
hemmansägare tricotvarufabrikör,1
fattighja jordbraarba,1
bageriarbetare inneboende,1
2 dre konsta 80,1
sågverksarbetare byggnadssnickare,1
skinnhandlare rödfärgare,1
jordtorpare o skeppare,1
sockerbaka,1
husman fada skollarare,1
kyrkoväktare torpare soldat f.d.,1
musikdistinkskopral,1
ankling betahjon,1
preda studa,1
postexpetar,1
vaktmästare grovarbetare,1
stationskarl dragon fada,1
tillskärare skrädderiarbetare,1
skomakare o nybygga,1
lantbruksarbetare korpral f.d.,1
va orgelnist,1
drang delaga,1
fila dra atafaa lektor,1
volontär vid jkpgs regm.,1
kyrkoherdea fa kontraprost,1
soldat nao 85 timmerman,1
hemmansägare vicekorpral n:o 849 vid n. k. k.,1
pappfabriksaarba,1
elektriker bruksarbetare,1
tobaksarbetare avid tobaksfabrikena,1
fanjunkare hemmansbrukare,1
kvarnägare diversehandlare,1
dagsverkare fada batsma,1
ria pastor,1
snickare smed husägare,1
eaoa stationska,1
slajdlarare skomakare,1
skraddarea korporal,1
vaxkabinettsförman fyrverkare f.d.,1
artist 84,1
lumpsamlare husar fada,1
spritfabriksarbetare e.,1
fisktranspotör,1
kusk dragon f.,1
faltjaga vid kgla vermla aa,1
klocka o organist folkskalarare,1
klockare vik.,1
skofabrikör gårdsägare i staden,1
hemmansagare drickesbryggare,1
stationsdräng extra,1
smed namdeman fa,1
fabrikör vid yllefabrik,1
rörarbetare hjälpsmed f.,1
medaljör arbetare,1
orangerer,1
godsegarea fada kamrer,1
eldare vid skolaa,1
jordbrukare rättare f. d.,1
hemmansägare folkskolelärare organist,1
kyrkoherdea tjenstga eaoa hofpredikant,1
brukre,1
kladeshandlae,1
lit. övertryckarlärling,1
mjalnarea husagare,1
ladugaaskatare,1
jordtorpa handla,1
hälsovårdsuppsyningsman,1
i kopparslalara,1
Änkling verktygsarbetare f.,1
mekaarba vid husqvarna,1
filosofie studa larare,1
byggnadsarbetare hemmansägare f.,1
skeppare Ägare 2,1
husagare konsul rumansk,1
lararadjunkt,1
kittelflickare,1
lajtna vid sada rega,1
stenhuggare och jordarbetare,1
spårvagnskonduktör bokhållare,1
inha las arbetare,1
tapettryckare f.,1
arba jordbruks,1
justa borgmasta,1
polisman tomtägare,1
arbetare aringarea,1
gjutare 1296,1
arbetare kommunalstammoordfarande,1
skomåttare,1
sadelmakerifabrikör f.d.,1
arbetare nao 199,1
smed ahus ega,1
korporal o heg,1
arbetare vid pappersmassefabrika,1
sjöman 2. kl,1
avsöndringsägare färgare,1
mjalnare och smed,1
pappersbruksvalsmästare,1
arrendator volontär f.d.,1
skeppsbygma,1
hamnkamrer f.,1
volontara korporal,1
mejerikärlsfabriksarbetare,1
direktör i jästfabrik,1
undantagshj snickare,1
farvaltare vid nassja bryggeri,1
maskinarbetare 632,1
arbetare nao 673,1
godsvaktmästare,1
kakelungsmakalarla,1
braa smed,1
rusthallarearrendator,1
extra skollarare,1
elev vid tekniskt institut,1
spegelmakeriarba,1
segelma gesa,1
assuransbokhjälpare,1
handla undantagsma,1
statskrivare f.,1
konsulattjänsteman,1
grenadie torpare f.d.,1
lantbruksarbetare dräng f.d.,1
stationskarl 1aste,1
handlande ka poststationsfaresta,1
modellsnickare på mekanisk verkstad,1
soldat nao 145 vid fernebo kompa,1
charkuteriaffär,1
hemmansagare oa soldat,1
mureriarbetare snickeriarbetare,1
klocka oa fada skollara,1
bodbiträde styrman f.d.,1
trafaradlingsfabriksarbetare,1
grovarbetare på kyrkogård,1
stålugnsarbetarförman f.d,1
afverlots 1asta grad,1
timmerhuggare f. backstugusittare f.,1
inackorderad gratialist,1
järnaffärslärling,1
ciselaridkare,1
rödstensbrytare,1
nattvakt vid kvarn,1
vagnsmörjare vid statens järnvägsstation f.d.,1
arbetare nao 317,1
cykelförman,1
major godsegare,1
bolagshemmansarrendator landbonde,1
hyr fabrikör af läskedrycker,1
dynamittillverkningsförman,1
gratialist torpare husar korpral f. d.,1
rörlledningsmontör,1
fabraarba skrifvare,1
husman handlande artillerist f.d.,1
organist och skollärare,1
dragon n.o 53 vid lifgrend. upl. regem.,1
postbud skomakare,1
extra bitrade vid posten,1
husar egare,1
snickareföreståndare,1
korpral 2 d:re f.d.,1
violist violinspelare,1
målare kringresande,1
mejerifarestandarea hemmansagare,1
hemmansagare brukspatron,1
husega kapten,1
skollarare organa a klockare,1
Överläkare s.m kand.,1
skankjungfru,1
hemmansegare och va korporal,1
arrendator fran 14a3 1901,1
Åbo Ägobrukare lantbrukare,1
konsultsekreterare f.,1
soldat na a21,1
pannarba,1
statare snickeriarbetare,1
torpare pa jeanetteberg,1
elev vid mål.skolan,1
radmana vaharadsha,1
valsverksarbetare n:o 1451,1
hammarsmadrang,1
arrendatora rosthyttearba,1
studaa vid vetera institutet,1
biträde hovrättsnotarie e.o.,1
arbetare nao 389,1
husegare o skomakeri arba,1
torpare borstbindare ankling,1
metodist pastor,1
traskohandla,1
mjölukörare stalldräng,1
svartsmedsarbetare,1
mjölnare kommunalnämndsordförande,1
torp i aastra hageta,1
pråmskepparmatros,1
kolareförman f. d.,1
tafa stationsmastare,1
sämskmakare Ägare av n:o 60,1
soldat 51 gustafs,1
jordbrukarea skogsarbeta,1
Ångsågsmaskinikörare,1
penningväxlare vid spårvägen,1
ea oa vaktmastare,1
statdra solda,1
hyttkörare f.d.,1
maskinarbetare 652,1
tomtega slagta,1
maskinarbetare 657,1
konsa amanuens larovaadja,1
arrendator fada kapten,1
makinist,1
fada walkare gardsega,1
extra smarjare,1
Överste Överstelöjtnant f.d.,1
stentryckarlarla,1
veterinär reg.,1
bygnadsaritare,1
fjardingsman gardsega,1
målarspecialist,1
egbra postexpeda,1
linjeförman vid telegraf.,1
